STATIONS_ID;MESS_DATUM;  R1;RS_IND
        399;2001032119;   0.0;   0
        399;2001032120;   0.0;   0
        399;2001032121;   0.0;   0
        399;2001032122;   0.0;   0
        399;2001032123;   0.0;   0
        399;2001032200;   0.0;   0
        399;2001032201;   0.0;   0
        399;2001032202;   0.0;   0
        399;2001032203;   0.0;   0
        399;2001032204;   0.0;   0
        399;2001032205;   0.0;   0
        399;2001032206;   0.0;   0
        399;2001032207;   0.0;   0
        399;2001032208;   0.0;   0
        399;2001032209;   0.0;   1
        399;2001032210;   0.0;   1
        399;2001032211;   0.0;   1
        399;2001032212;   0.0;   1
        399;2001032213;   0.0;   1
        399;2001032214;   0.1;   1
        399;2001032215;   0.0;   0
        399;2001032216;   0.0;   0
        399;2001032217;   0.0;   1
        399;2001032218;   0.1;   1
        399;2001032219;   0.0;   1
        399;2001032220;   0.0;   0
        399;2001032221;   0.3;   1
        399;2001032222;   0.7;   1
        399;2001032223;   0.0;   1
        399;2001032300;   0.2;   1
        399;2001032301;   0.1;   1
        399;2001032302;   0.0;   0
        399;2001032303;   0.0;   0
        399;2001032304;   0.0;   0
        399;2001032305;   0.0;   0
        399;2001032306;   0.0;   0
        399;2001032307;   0.0;   0
        399;2001032308;   0.0;   0
        399;2001032309;   0.0;   0
        399;2001032310;   0.0;   0
        399;2001032311;   0.0;   0
        399;2001032312;   0.0;   0
        399;2001032313;   0.0;   0
        399;2001032314;   0.0;   0
        399;2001032315;   0.0;   0
        399;2001032316;   0.0;   0
        399;2001032317;   0.0;   1
        399;2001032318;   0.2;   1
        399;2001032319;   0.3;   1
        399;2001032320;   0.2;   1
        399;2001032321;   0.3;   1
        399;2001032322;   0.5;   1
        399;2001032323;   0.4;   1
        399;2001032400;   0.4;   1
        399;2001032401;   1.5;   1
        399;2001032402;   1.1;   1
        399;2001032403;   1.1;   1
        399;2001032404;   0.4;   1
        399;2001032405;   1.1;   1
        399;2001032406;   0.9;   1
        399;2001032407;   0.1;   1
        399;2001032408;   0.0;   1
        399;2001032409;   0.2;   1
        399;2001032410;   0.3;   1
        399;2001032411;   0.1;   1
        399;2001032412;   0.0;   0
        399;2001032413;   0.0;   1
        399;2001032414;   0.0;   1
        399;2001032415;   0.0;   1
        399;2001032416;   0.0;   1
        399;2001032417;   0.0;   1
        399;2001032418;   0.0;   1
        399;2001032419;   0.0;   0
        399;2001032420;   0.0;   1
        399;2001032421;   0.0;   0
        399;2001032422;   0.0;   0
        399;2001032423;   0.0;   0
        399;2001032500;   0.0;   0
        399;2001032501;   0.0;   0
        399;2001032502;   0.0;   0
        399;2001032503;   0.0;   0
        399;2001032504;   0.0;   0
        399;2001032505;   0.0;   0
        399;2001032506;   0.0;   0
        399;2001032507;   0.0;   0
        399;2001032508;   0.0;   0
        399;2001032509;   0.0;   0
        399;2001032510;   0.0;   1
        399;2001032511;   0.0;   1
        399;2001032512;   0.3;   1
